Codice_scuola, Perc_certificato_agibilita_abitabilita, Perc_certificato_collaudo_statico, Perc_certificato_omologazione_centrale_termi, Perc_certificato_prevenzione_incendi_cpi, Perc_nullaosta_provvisorio_prevenzione_incendi_nop, Perc_certificato_collaudo_impianto_spegnimento, Perc_documento_valutazione_rischio, Perc_piano_emergenza, Perc_Media
LEEE83604E, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
MOMM83601C, 100.0 ,100.0 ,66.66666666666667 ,0.0 ,0.0 ,0.0 ,33.333333333333336 ,33.333333333333336 ,41.666666666666664
PDRI02251Q, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
CTMM8AF01X, 0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,50.0
TVEE87301G, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
APTA00801A, 33.333333333333336 ,33.333333333333336 ,100.0 ,33.333333333333336 ,0.0 ,0.0 ,66.66666666666667 ,66.66666666666667 ,41.66666666666667
NAEE119001, 100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
RGEE82701P, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
TAMM85001E, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
BGRI023019, 0.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,62.5
PCIS006006, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
PRIC80800E, 0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,87.5
PCEE005008, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,62.5
MIEE8CC02T, 0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,37.5
LCEE828039, 0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0
CHEE806051, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0
BGEE80701N, 100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
BSEE89603X, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,12.5
PVMM813029, 0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
PDRC01902V, 0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,37.5
TOEE80502N, 0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
CTIC823002, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
VREE84001X, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
TARI04151X, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
NARI114511, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
VBMM80802L, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,75.0
ENMM81501B, 0.0 ,0.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,62.5
RIRA001019, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
LTMM839014, 0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,37.5
AGMM863014, 100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,62.5
TVPS04000Q, 50.0 ,50.0 ,0.0 ,25.0 ,0.0 ,0.0 ,75.0 ,50.0 ,31.25
VVEE817014, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
BGMM84401G, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
PAEE830083, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
ENRF00601C, 0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,25.0
CRTA00201A, 20.0 ,60.0 ,60.0 ,40.0 ,0.0 ,0.0 ,80.0 ,80.0 ,42.5
PZTL022011, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,87.5
CZMM839019, 50.0 ,100.0 ,50.0 ,50.0 ,50.0 ,50.0 ,0.0 ,50.0 ,50.0
SSEE85101X, 0.0 ,0.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,62.5
CLRI006013, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,33.333333333333336 ,33.333333333333336 ,8.333333333333334
CSMM856028, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
NAEE8DA019, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,37.5
AGIS013006, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
PSTA01301D, 0.0 ,20.0 ,80.0 ,0.0 ,0.0 ,0.0 ,80.0 ,80.0 ,32.5
BAIC88500Q, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
MIMM8BP011, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
PAEE05700Q, 0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,50.0
CSMM81903A, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
RNEE80302C, 100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
AQEE00601C, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0
PVIC80300L, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
AQEE831014, 100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0
NAPS11301E, 0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,75.0
SAIC872009, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
MTEE82703E, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
SPIC80400G, 100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,62.5
NAEE8DY036, 0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,75.0
NAEE141182, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
MEEE88302G, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
FRMM82002C, 50.0 ,50.0 ,100.0 ,50.0 ,0.0 ,0.0 ,100.0 ,50.0 ,50.0
CNMM80203N, 0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,62.5
SAIC866002, 0.0 ,50.0 ,50.0 ,0.0 ,50.0 ,0.0 ,0.0 ,0.0 ,18.75
AGEE83804G, 0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,37.5
PAIC87800P, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,62.5
PCMM818019, 100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0
UDMM82301T, 100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
RMMM8EP01R, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
MIEE8C1037, 0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,37.5
BNEE814034, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
PGEE84901T, 0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,37.5
BAMM86601B, 0.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
VTEE80101X, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,25.0
RCIC81500E, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
RMIC8GH00R, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
PAEE055004, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
PDEE89004A, 0.0 ,0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,37.5
NARI12951P, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
VIEE88202P, 0.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
VAEE84201D, 0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,50.0
CTRC03401G, 0.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
MNIC818005, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0
CTMM81301C, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
RMMM86601G, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
RGEE833023, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
NUTD090013, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.0 ,50.0 ,12.5
CAEE86301T, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
TEMM834013, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
CTEE061021, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
SPEE81301C, 100.0 ,100.0 ,50.0 ,50.0 ,0.0 ,100.0 ,50.0 ,50.0 ,62.5
TOEE8BF02P, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
MOEE84203V, 100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
VRIS00400V, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
ANTF014515, 100.0 ,100.0 ,66.66666666666667 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,58.333333333333336
COEE803059, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
NAEE8CX02P, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
VCEE80207E, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
PCMM81102G, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
PGEE01703D, 100.0 ,0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
CZEE822022, 50.0 ,50.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
ATEE80105N, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
LCEE81301D, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
MSIC807002, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
CBEE828048, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
RIMM81601X, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
VAEE83813B, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
SATF06701E, 0.0 ,0.0 ,25.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,28.125
BNEE855029, 100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
TOMM83502C, 50.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,56.25
MEMM83701Q, 0.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
TVEE83101D, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
CNMM820026, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
RCEE825028, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
BAPC21000E, 100.0 ,100.0 ,50.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,31.25
MIEE8FJ011, 100.0 ,100.0 ,0.0 ,100.0 ,33.333333333333336 ,0.0 ,100.0 ,100.0 ,66.66666666666666
NAMM8CS01D, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
PAEE03304B, 100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,87.5
PVMM80401D, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
PAMM85001X, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,87.5
FGMM83301C, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
PATD017513, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
VVMM80306A, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.5
BAMM853019, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
PAMM86001E, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
PTMM810016, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
SAIS052008, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
REMM819014, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
CZRH040505, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
PZPC00601N, 0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
SARH043502, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
BNMM82902Q, 0.0 ,0.0 ,50.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,31.25
SVEE80602R, 100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
KREE81703E, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
BGIS03800B, 0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
NAEE32001X, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
MNIC83000Q, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
SPMM80003B, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
TPTD02000X, 25.0 ,50.0 ,25.0 ,25.0 ,0.0 ,0.0 ,100.0 ,100.0 ,40.625
TVMM820012, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,62.5
COEE804033, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,87.5
PVEE828013, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
SSEE85203T, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,50.0
PVEE806016, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
PAIC862005, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,25.0
TPMM05400P, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,50.0
MSIC82000C, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
MNEE82803X, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,87.5
NAEE14302X, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
ALMM809012, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
TEMM819022, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0
RCIC809007, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
VVPS00301P, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.0 ,50.0 ,25.0
FIEE20003Q, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
RMPS26000V, 0.0 ,20.0 ,20.0 ,20.0 ,0.0 ,20.0 ,100.0 ,100.0 ,35.0
FOPC04000V, 0.0 ,0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
PEEE81303E, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
SORH040004, 25.0 ,25.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0 ,25.0 ,12.5
TEEE813024, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0
MIMM8EV01L, 100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
SVEE817016, 100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,87.5
VREE896021, 100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
PAEE093032, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,50.0
CHMM83003P, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
CLEE807026, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
TOEE810025, 0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,50.0
MEEE8AD09C, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
VAMM81301C, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
CEIS03300E, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
MNIC80100Q, 0.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
PZEE84807L, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
MEEE869018, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
TVEE81605G, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,25.0
MEIC899002, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.5
VEMM832018, 100.0 ,100.0 ,50.0 ,50.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
VIPS040003, 0.0 ,50.0 ,0.0 ,0.0 ,0.0 ,50.0 ,100.0 ,100.0 ,37.5
PIRI020512, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,87.5
BGMM88001P, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
MSEE002056, 100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
TPEE829013, 0.0 ,0.0 ,0.0 ,50.0 ,0.0 ,0.0 ,0.0 ,0.0 ,6.25
PEEE81903D, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
RNEE818037, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,75.0
CEEE808072, 100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
SVEE81402Q, 0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
FEEE804064, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,87.5
LOEE81603R, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
BGMM868014, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
AGRI02701Q, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
TOEE05101B, 100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
ISEE82204C, 100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
BLEE82201A, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
ANEE82602C, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
CSEE867082, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
GEMM82101Q, 100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
CEEE8AM013, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
GETF01601X, 100.0 ,0.0 ,25.0 ,0.0 ,75.0 ,0.0 ,100.0 ,100.0 ,50.0
UDMM851012, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0
NAMM8DZ01V, 100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
BGEE84404Q, 0.0 ,0.0 ,0.0 ,50.0 ,0.0 ,0.0 ,50.0 ,50.0 ,18.75
MIIC88400G, 100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,50.0
SIEE815011, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
BGEE8AD01R, 0.0 ,100.0 ,100.0 ,100.0 ,0.0 ,50.0 ,50.0 ,50.0 ,56.25
CAIC86400G, 0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,50.0
MEIC849001, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
SREE81902N, 100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,62.5
RCEE80617G, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
SSEE052062, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
TVEE820035, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
VAMM879013, 100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,50.0
RCIS01400V, 0.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,62.5
MIIC89300A, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
PDEE861017, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
LEEE803036, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
MEEE835048, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0
BSMM8AK02N, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
TOTF00701V, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
SAEE04301C, 100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
BAEE06501N, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
PNEE81001R, 100.0 ,66.66666666666667 ,0.0 ,66.66666666666667 ,0.0 ,0.0 ,100.0 ,100.0 ,54.16666666666667
ATMM80401X, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,87.5
ANEE83303L, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
BGEE86401T, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.5
BOEE854026, 0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
TPIC829001, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.5
CHIC840006, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
MOEE045008, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
NUIC87900T, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
VRMM86301G, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,62.5
