Codice_scuola, Perc_certificato_agibilita_abitabilita, Perc_certificato_collaudo_statico, Perc_certificato_omologazione_centrale_termi, Perc_certificato_prevenzione_incendi_cpi, Perc_nullaosta_provvisorio_prevenzione_incendi_nop, Perc_certificato_collaudo_impianto_spegnimento, Perc_documento_valutazione_rischio, Perc_piano_emergenza, Perc_Media
PGEE86502R, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
TOEE8BF01N, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
BOEE80904A, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
BOEE87302G, 33.333333333333336 ,33.333333333333336 ,66.66666666666667 ,33.333333333333336 ,0.0 ,0.0 ,100.0 ,100.0 ,45.833333333333336
MIIC8FM00A, 100.0 ,100.0 ,0.0 ,66.66666666666667 ,66.66666666666667 ,0.0 ,100.0 ,100.0 ,66.66666666666667
TAMM852016, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
FOEE02004D, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,37.5
RMMM8FU01X, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
CEEE8AG02G, 0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
FGVC01000C, 100.0 ,0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,50.0
RMEE80702T, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
PATD032504, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,12.5
SIMM82001B, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
NAIC8GH00T, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
CLTD003016, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
FIMM84301Q, 0.0 ,0.0 ,0.0 ,50.0 ,100.0 ,0.0 ,100.0 ,100.0 ,43.75
LEIC89700R, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,37.5
BARI01301N, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
LCIS008004, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
TATD036513, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
ALEE82802D, 100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
PEMM823012, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.5
MEMM83801G, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
RMEE8FZ014, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
ISIC82600E, 0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
TOMM8AR01D, 100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,62.5
BSEE853021, 100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
PIEE824049, 100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,62.5
RMMM8DB013, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.0 ,100.0 ,18.75
CTTF04301X, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
LUEE83405N, 100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,62.5
CTMM8A4018, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
UDEE84504V, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0
PCMM819037, 50.0 ,50.0 ,50.0 ,50.0 ,50.0 ,50.0 ,100.0 ,50.0 ,56.25
BSIC83200R, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
CSMM8AR018, 50.0 ,50.0 ,50.0 ,0.0 ,0.0 ,0.0 ,50.0 ,50.0 ,31.25
RMPC17000D, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
PDEE883047, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.5
CSTF02701V, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
NOMM83101L, 0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,50.0
RGTD03002X, 50.0 ,100.0 ,50.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
CTEE8AL04L, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
SAEE895014, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,87.5
BAMM86301X, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
TORI030002, 0.0 ,50.0 ,100.0 ,0.0 ,100.0 ,50.0 ,100.0 ,100.0 ,62.5
CSIS072008, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.5
TOEE846053, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
LTIC825005, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
ALEE818041, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
ARPS002017, 0.0 ,0.0 ,100.0 ,50.0 ,0.0 ,0.0 ,100.0 ,100.0 ,43.75
GEMM81002A, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,50.0
MIPS021013, 0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,37.5
MEEE848028, 0.0 ,0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
VREE867021, 100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
CTRA016013, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
PDIC87800E, 100.0 ,50.0 ,50.0 ,50.0 ,50.0 ,0.0 ,100.0 ,100.0 ,62.5
VAEE836049, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,87.5
LETD042024, 0.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,50.0 ,50.0 ,50.0
CZMM83002X, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
TOEE8AZ01E, 0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,62.5
RNRC006519, 0.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
REEE814034, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
RMEE8DA029, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
MOMM84201Q, 0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
BGEE81106E, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
VREE85505T, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
BOEE867039, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
CNRH02000B, 33.333333333333336 ,33.333333333333336 ,0.0 ,66.66666666666667 ,0.0 ,0.0 ,100.0 ,100.0 ,41.66666666666667
VVEE83103C, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
TAIC85400R, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
BSEE80603C, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
NUPC010006, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
GEMM82301B, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,37.5
NAMM8C601R, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,87.5
RMMM839017, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
AGEE85701T, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
NAIS10700R, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
PTIC81200R, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0
MIEE8FV018, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
PVEE81701L, 50.0 ,0.0 ,50.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
VEEE847013, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,37.5
ARMM818017, 50.0 ,50.0 ,50.0 ,50.0 ,0.0 ,50.0 ,50.0 ,50.0 ,43.75
METD11050A, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0
RMIC8EB00L, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
RMIC8FA00B, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
SIEE822014, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
RCEE83201A, 0.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,50.0
VETF008013, 100.0 ,50.0 ,50.0 ,50.0 ,0.0 ,50.0 ,100.0 ,100.0 ,62.5
PAEE825018, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
NAEE8EU02C, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
PTEE82804G, 100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
PVMM82401P, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,87.5
RMIC8F100B, 100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,87.5
MIEE8BJ015, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.0
CNMM854018, 0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
MIEE8BS03G, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
VBEE81606R, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,37.5
CLEE807015, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
COIC815009, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
ALEE810039, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,50.0 ,50.0 ,50.0
CLIC828004, 0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,62.5
FOIC821003, 0.0 ,0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
MOEE820032, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
RNEE806042, 0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,62.5
RGIC82600R, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,50.0
PREE83801C, 0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
CNMM80702Q, 100.0 ,100.0 ,50.0 ,100.0 ,50.0 ,50.0 ,100.0 ,100.0 ,81.25
SAEE882012, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
PAMM81703A, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
GEIC804001, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
CAEE854013, 0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,37.5
MTTA011516, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
PAMM846018, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
BGRH020009, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
SAEE044018, 100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
FGMM86101L, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
NAPS12000L, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
SAEE890044, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
CEMM82501C, 0.0 ,0.0 ,50.0 ,0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,56.25
GETH020002, 100.0 ,66.66666666666667 ,33.333333333333336 ,66.66666666666667 ,33.333333333333336 ,0.0 ,100.0 ,100.0 ,62.5
SAIC881004, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0
PGEE85901C, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
ORRF00901X, 0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,50.0
PAMM87201R, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,87.5
BLEE815039, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
CNMM81001E, 100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,62.5
BAIC87900C, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
SAEE8AZ04N, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,75.0
SVEE805043, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
GRPC009017, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
PGPS02000N, 0.0 ,25.0 ,25.0 ,0.0 ,0.0 ,50.0 ,75.0 ,75.0 ,31.25
TPMM82601E, 0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
BLMM82501R, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,62.5
VEEE82403C, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
RMPC220009, 0.0 ,33.333333333333336 ,66.66666666666667 ,33.333333333333336 ,66.66666666666667 ,33.333333333333336 ,66.66666666666667 ,66.66666666666667 ,45.833333333333336
PARH001012, 100.0 ,100.0 ,100.0 ,0.0 ,50.0 ,0.0 ,100.0 ,50.0 ,62.5
COIC802007, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
MNEE80101T, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,50.0 ,50.0 ,37.5
CHIC838006, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,62.5
MOEE85001Q, 100.0 ,100.0 ,50.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,68.75
BGMM87402C, 100.0 ,100.0 ,100.0 ,50.0 ,0.0 ,0.0 ,0.0 ,100.0 ,56.25
PAIC892001, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
FIEE871022, 0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
GRRI00801Q, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,50.0
RMMM8E0012, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,12.5
CSEE827029, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
SREE85004Q, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,37.5
BSIC85000A, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
BRIC805001, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0
FISL014016, 100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,62.5
AVEE881033, 100.0 ,0.0 ,50.0 ,50.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
VRIS008006, 0.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
NAEE084007, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
BNPC008014, 0.0 ,0.0 ,0.0 ,50.0 ,50.0 ,50.0 ,100.0 ,100.0 ,43.75
PSIC816001, 100.0 ,0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
CBEE83301L, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
PGEE82802T, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
FOEE020009, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,37.5
PDEE861039, 50.0 ,50.0 ,50.0 ,100.0 ,0.0 ,0.0 ,50.0 ,50.0 ,43.75
UDMM83301C, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
CSEE849015, 100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.5
RMPS39000G, 0.0 ,33.333333333333336 ,0.0 ,0.0 ,0.0 ,0.0 ,33.333333333333336 ,33.333333333333336 ,12.5
LCMM82701A, 33.333333333333336 ,66.66666666666667 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
MIIC8CS002, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,87.5
NAMM8GK01X, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
FRIS01700P, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
UDRI00701P, 100.0 ,100.0 ,50.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,68.75
TPTA01201G, 50.0 ,25.0 ,0.0 ,0.0 ,0.0 ,0.0 ,75.0 ,75.0 ,28.125
MSTD008018, 0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,37.5
LTEE81506T, 0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,50.0
FIEE85203N, 0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,37.5
RNPS02000L, 100.0 ,50.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,56.25
BOEE85202E, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
FIIC818002, 0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,50.0
RCIC817006, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
CZPM00101D, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
BAPS05901T, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
COEE803048, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
CEMM872012, 100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
AQIC82400V, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
ALPC01601G, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
CREE80604V, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
LTIC81900T, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
VAIC85900R, 0.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,62.5
VREE87702G, 100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,50.0
BSEE8AK04R, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
TOEE8A702X, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
CSIC86800C, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
RNEE01504T, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0
BSEE8AN048, 100.0 ,100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,75.0
FEEE808016, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
MIEE8GG01E, 100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,62.5
CHEE817017, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0
FOEE018009, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,37.5
MIEE859011, 100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
PGEE813035, 100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0
CHIS019001, 0.0 ,100.0 ,50.0 ,0.0 ,50.0 ,100.0 ,0.0 ,0.0 ,37.5
RIIS008004, 0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,50.0
VETF060003, 100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,100.0 ,100.0 ,100.0 ,87.5
CZEE842038, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
APIC83500P, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
RMMM812017, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
CSIS04600Q, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,25.0
PIEE83403V, 0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.5
ARIC81500P, 100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
BAMM89201X, 0.0 ,0.0 ,50.0 ,0.0 ,50.0 ,0.0 ,100.0 ,100.0 ,37.5
KREE818018, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
VAIC849006, 100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
TEEE826048, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
UDEE85501A, 100.0 ,100.0 ,100.0 ,50.0 ,100.0 ,50.0 ,100.0 ,100.0 ,87.5
FEEE817022, 100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0 ,100.0
CTIC82000E, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,100.0 ,75.0
TOEE84906G, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
SSMM83101N, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,25.0
MIEE8BL01E, 100.0 ,100.0 ,100.0 ,0.0 ,100.0 ,0.0 ,100.0 ,100.0 ,75.0
PNMM81601P, 66.66666666666667 ,0.0 ,33.333333333333336 ,33.333333333333336 ,0.0 ,0.0 ,100.0 ,100.0 ,41.66666666666667
CRMM80601P, 100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,0.0 ,100.0 ,37.5
CEEE81805E, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
PGEE039018, 0.0 ,0.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,37.5
CNEE85801L, 0.0 ,100.0 ,0.0 ,100.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
REMM81604Q, 100.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,62.5
APRH00801P, 0.0 ,0.0 ,100.0 ,50.0 ,0.0 ,0.0 ,100.0 ,100.0 ,43.75
NARI02050A, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
ISMM815026, 0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
LCTD00801A, 0.0 ,100.0 ,100.0 ,0.0 ,0.0 ,0.0 ,100.0 ,100.0 ,50.0
